Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition
52120,53,Male,28,Education,5721,Good,High,Average,0,No,14,PhD,Married,3,Mid,Large,84,No,No,No,Poor,High,Stayed
71167,24,Male,1,Media,6062,Fair,Very High,High,0,Yes,11,Master’s Degree,Divorced,3,Entry,Medium,45,No,No,No,Good,High,Left
4566,48,Male,4,Education,4571,Poor,High,Low,4,No,29,High School,Married,4,Senior,Medium,25,No,No,Yes,Fair,Low,Stayed
73165,42,Male,5,Media,5704,Fair,Medium,High,2,Yes,92,High School,Married,3,Entry,Small,11,No,No,No,Good,Very High,Left
41136,19,Male,4,Technology,10346,Good,Very High,Below Average,0,No,65,High School,Single,0,Senior,Large,53,No,No,No,Fair,High,Left
713,19,Male,9,Technology,9210,Fair,Medium,Low,0,No,60,Associate Degree,Married,0,Mid,Medium,14,No,No,No,Fair,Low,Stayed
22380,54,Male,2,Finance,7114,Fair,Very High,Average,1,No,26,Associate Degree,Married,1,Mid,Medium,28,No,No,No,Poor,Low,Left
37553,25,Female,5,Finance,9146,Excellent,Medium,Average,1,No,75,Associate Degree,Divorced,0,Mid,Large,25,No,No,No,Good,Low,Stayed
55874,31,Female,2,Technology,9197,Fair,High,Below Average,0,No,40,Associate Degree,Single,0,Mid,Medium,75,No,No,No,Good,Low,Left
47635,25,Male,3,Technology,8882,Fair,Very High,Average,1,No,13,Bachelor’s Degree,Married,1,Entry,Large,52,Yes,No,No,Fair,High,Left
49049,49,Male,14,Education,3828,Fair,High,High,0,No,61,Associate Degree,Single,3,Entry,Medium,52,Yes,No,No,Excellent,Low,Left
2938,22,Male,10,Technology,9398,Good,High,Low,2,Yes,54,Master’s Degree,Divorced,1,Senior,Large,42,No,No,No,Poor,Medium,Left
46092,24,Female,14,Finance,15495,Poor,Low,Average,2,Yes,9,High School,Married,4,Mid,Medium,73,No,No,No,Good,Low,Left
53280,32,Female,12,Education,4506,Good,High,High,1,Yes,61,High School,Single,1,Mid,Small,75,No,No,No,Excellent,High,Left
34591,57,Male,38,Technology,8455,Good,High,Average,0,No,26,PhD,Married,0,Mid,Small,48,No,Yes,No,Good,High,Stayed
44870,49,Male,39,Technology,7194,Fair,High,Average,0,Yes,98,Bachelor’s Degree,Married,1,Entry,Small,65,No,Yes,No,Good,Low,Left
3983,43,Female,20,Finance,8848,Good,High,Average,1,No,26,Master’s Degree,Single,0,Entry,Medium,92,No,No,No,Fair,High,Left
73796,27,Female,11,Finance,9454,Poor,Very High,Below Average,2,No,47,High School,Single,0,Entry,Medium,33,No,No,Yes,Good,High,Left
58435,42,Female,29,Healthcare,10568,Poor,Low,Average,0,Yes,89,Master’s Degree,Married,1,Entry,Small,74,No,No,No,Good,Medium,Left
52870,42,Male,9,Healthcare,8592,Good,Medium,Average,0,Yes,55,High School,Single,0,Entry,Medium,80,No,No,No,Poor,Medium,Left
65694,36,Female,7,Education,2075,Good,High,Below Average,2,Yes,82,Bachelor’s Degree,Single,3,Mid,Small,9,No,No,No,Good,High,Left
61008,38,Female,3,Education,3775,Excellent,Very High,Average,0,No,34,Associate Degree,Single,1,Mid,Large,21,No,No,No,Fair,High,Stayed
29773,33,Male,7,Technology,10114,Fair,High,High,0,No,53,PhD,Divorced,1,Entry,Medium,14,No,No,No,Good,Low,Left
29910,39,Male,10,Media,6612,Fair,Medium,Below Average,3,No,51,Associate Degree,Married,1,Mid,Large,21,No,No,No,Good,Medium,Left
49862,23,Female,1,Healthcare,6623,Fair,High,Average,0,No,38,Associate Degree,Married,0,Senior,Small,54,No,No,Yes,Poor,Medium,Left
46795,52,Female,17,Finance,6507,Fair,High,Average,0,Yes,27,Associate Degree,Single,1,Entry,Small,37,No,No,No,Good,Low,Left
44795,53,Male,15,Technology,9512,Fair,Medium,Average,1,Yes,50,Associate Degree,Divorced,0,Entry,Large,42,No,No,No,Good,Medium,Left
5069,37,Male,29,Education,3620,Fair,High,Average,0,No,50,Master’s Degree,Divorced,1,Senior,Medium,79,No,No,No,Good,Medium,Stayed
32775,59,Female,36,Education,4113,Poor,High,High,0,Yes,48,High School,Married,4,Mid,Medium,41,No,No,Yes,Fair,Medium,Left
52838,22,Female,4,Finance,6795,Good,High,Average,0,No,59,Associate Degree,Married,4,Entry,Medium,79,No,No,No,Excellent,Low,Stayed
41695,22,Male,2,Media,6093,Fair,High,Average,1,Yes,26,Master’s Degree,Divorced,3,Entry,Medium,44,No,No,No,Good,High,Stayed
40596,34,Male,13,Finance,9017,Fair,High,High,1,No,27,Bachelor’s Degree,Single,2,Mid,Large,86,No,No,No,Poor,Low,Stayed
19737,40,Female,22,Technology,9203,Good,Medium,Average,2,No,70,Master’s Degree,Married,1,Mid,Large,44,Yes,No,No,Poor,High,Stayed
62731,28,Female,1,Healthcare,9910,Excellent,High,Average,0,Yes,3,Master’s Degree,Single,2,Mid,Small,76,No,No,No,Fair,Low,Left
27238,29,Female,20,Healthcare,5964,Excellent,Very High,Low,3,No,24,High School,Divorced,1,Entry,Large,33,No,No,Yes,Fair,Low,Stayed
38308,47,Male,25,Media,5673,Fair,High,Low,2,Yes,76,Master’s Degree,Divorced,2,Mid,Large,91,Yes,No,No,Excellent,Low,Left
71715,56,Female,31,Media,4968,Good,Very High,Average,1,No,28,Bachelor’s Degree,Married,4,Mid,Small,98,No,No,No,Good,High,Stayed
18356,28,Male,9,Education,5217,Good,High,Average,2,No,70,Bachelor’s Degree,Single,0,Entry,Large,68,Yes,No,No,Good,Low,Left
7578,22,Male,7,Technology,8822,Fair,Very High,Average,1,No,33,Associate Degree,Married,0,Mid,Small,31,No,No,Yes,Excellent,Low,Stayed
47189,30,Male,8,Healthcare,9820,Fair,Medium,Below Average,0,No,59,High School,Married,0,Entry,Small,64,No,No,No,Good,Low,Left
2759,24,Female,8,Education,6427,Excellent,Low,High,0,No,10,Master’s Degree,Single,1,Mid,Small,85,No,No,No,Good,High,Stayed
7636,33,Female,21,Education,3739,Good,High,Below Average,2,No,50,Associate Degree,Divorced,3,Entry,Medium,29,No,No,No,Good,High,Left
39487,25,Female,4,Healthcare,8322,Fair,High,High,3,Yes,38,Bachelor’s Degree,Single,4,Mid,Medium,74,No,Yes,No,Good,Very High,Left
12430,29,Female,16,Education,5682,Good,High,Average,2,No,33,Associate Degree,Single,0,Mid,Medium,19,No,Yes,No,Good,High,Left
56688,26,Male,3,Media,4249,Good,High,High,0,No,26,Bachelor’s Degree,Single,3,Mid,Medium,47,Yes,No,No,Good,Medium,Left
68130,19,Female,5,Media,5971,Fair,High,Low,0,No,52,High School,Married,2,Mid,Medium,30,No,No,No,Poor,Medium,Left
20291,19,Female,6,Healthcare,7571,Poor,Low,Average,0,No,57,Bachelor’s Degree,Divorced,1,Mid,Large,83,No,No,No,Fair,Low,Left
36253,20,Female,12,Media,7061,Good,High,High,1,No,15,Associate Degree,Single,0,Mid,Medium,38,Yes,No,Yes,Fair,High,Stayed
21617,42,Male,16,Finance,6061,Poor,High,Average,1,No,5,High School,Married,0,Mid,Medium,65,No,Yes,No,Good,Low,Stayed
39832,51,Male,27,Education,4506,Good,High,Average,1,Yes,45,Bachelor’s Degree,Divorced,1,Mid,Large,62,No,No,No,Good,Low,Stayed
61025,22,Male,7,Media,5754,Good,Medium,Average,0,No,80,High School,Married,0,Mid,Medium,70,No,No,No,Poor,Low,Left
51893,53,Male,39,Finance,8157,Good,High,Below Average,2,Yes,72,Associate Degree,Married,5,Mid,Small,73,No,No,No,Poor,Low,Stayed
1742,29,Female,12,Education,3900,Fair,High,Average,1,No,12,High School,Single,2,Senior,Medium,87,No,No,No,Fair,Medium,Left
50440,21,Male,3,Healthcare,8722,Excellent,High,Average,0,Yes,61,Associate Degree,Single,1,Mid,Large,12,No,No,No,Excellent,Medium,Left
54005,21,Female,10,Healthcare,6038,Good,Very High,High,0,No,52,Associate Degree,Married,3,Entry,Large,41,No,No,No,Good,High,Left
59180,56,Male,14,Media,5686,Good,High,Average,2,No,56,High School,Married,0,Senior,Medium,78,No,No,Yes,Fair,Medium,Stayed
46946,31,Male,6,Education,3797,Fair,Low,Average,2,No,44,Associate Degree,Single,0,Entry,Medium,68,Yes,No,No,Good,Low,Left
18882,29,Female,15,Media,5900,Good,Medium,Average,0,Yes,97,Bachelor’s Degree,Married,1,Mid,Medium,35,No,No,No,Fair,High,Stayed
44216,45,Male,14,Healthcare,7612,Fair,High,Average,0,No,58,Associate Degree,Single,0,Entry,Medium,67,No,No,No,Good,Low,Left
22360,22,Male,7,Media,4933,Excellent,High,High,1,Yes,76,Bachelor’s Degree,Single,6,Mid,Medium,57,No,No,No,Fair,High,Left
8218,26,Male,2,Education,4432,Good,Very High,High,1,No,88,Bachelor’s Degree,Single,0,Mid,Large,65,No,No,No,Poor,Medium,Left
58615,32,Male,13,Healthcare,6960,Good,Low,High,0,Yes,43,Bachelor’s Degree,Single,1,Mid,Small,68,No,No,Yes,Poor,Medium,Stayed
69176,55,Male,39,Technology,8040,Excellent,High,Average,2,Yes,94,Bachelor’s Degree,Married,1,Entry,Large,114,No,No,No,Fair,Low,Stayed
4208,50,Female,24,Healthcare,8475,Poor,High,Average,2,No,30,Master’s Degree,Divorced,3,Mid,Medium,80,No,No,No,Excellent,High,Left
42559,19,Female,3,Technology,11944,Fair,High,High,1,No,83,High School,Single,5,Senior,Medium,70,Yes,No,No,Excellent,Low,Stayed
9283,56,Female,4,Healthcare,10616,Fair,Very High,Average,0,Yes,4,High School,Single,0,Entry,Medium,17,No,No,Yes,Excellent,High,Left
22828,55,Male,16,Media,5572,Good,High,Average,0,No,52,Master’s Degree,Single,1,Entry,Medium,80,No,No,No,Good,Low,Stayed
30539,18,Female,4,Technology,8931,Fair,High,High,0,No,10,Bachelor’s Degree,Divorced,0,Senior,Small,58,No,No,No,Good,Medium,Left
4912,57,Female,17,Finance,8591,Fair,Low,Below Average,1,No,78,PhD,Single,6,Mid,Medium,50,No,No,No,Good,Very High,Stayed
57755,27,Female,8,Technology,10670,Fair,Very High,Average,0,Yes,94,Master’s Degree,Married,3,Entry,Small,11,No,No,No,Good,Medium,Left
69926,25,Male,8,Technology,7054,Fair,Medium,Average,0,No,15,Associate Degree,Divorced,0,Mid,Small,80,Yes,No,No,Good,Low,Stayed
56729,38,Female,3,Media,6553,Good,High,Average,1,Yes,94,Bachelor’s Degree,Married,4,Mid,Large,18,No,No,No,Fair,Very High,Stayed
58212,31,Female,11,Healthcare,8320,Good,High,Below Average,0,Yes,8,PhD,Married,6,Entry,Medium,61,Yes,No,No,Good,Very High,Stayed
24523,51,Male,22,Finance,8125,Poor,High,Average,1,No,27,Associate Degree,Married,1,Mid,Small,66,Yes,No,No,Poor,High,Left
69159,40,Male,21,Healthcare,7479,Good,High,Average,0,No,70,PhD,Married,0,Mid,Large,81,No,Yes,No,Good,Low,Stayed
8785,56,Male,4,Education,3401,Fair,Medium,Average,0,Yes,97,Master’s Degree,Single,3,Mid,Large,6,No,No,No,Good,Medium,Left
64781,40,Male,1,Healthcare,6798,Fair,Very High,Average,2,No,20,Bachelor’s Degree,Divorced,0,Mid,Large,70,No,No,No,Excellent,Medium,Left
16308,42,Male,16,Finance,10186,Good,High,Average,1,Yes,35,Associate Degree,Married,4,Mid,Small,88,No,No,No,Good,Low,Stayed
42744,44,Male,1,Healthcare,8521,Good,Very High,Average,0,No,95,Associate Degree,Married,1,Entry,Medium,43,Yes,No,Yes,Poor,Medium,Stayed
41600,23,Female,9,Education,3166,Good,High,Below Average,2,No,1,High School,Married,0,Entry,Medium,77,No,No,Yes,Good,Medium,Stayed
51144,45,Male,11,Healthcare,9157,Fair,High,Average,0,No,26,Master’s Degree,Married,0,Mid,Large,74,No,No,Yes,Good,Low,Stayed
52015,50,Female,23,Education,4806,Good,Low,High,0,No,7,High School,Married,0,Entry,Medium,25,No,No,No,Good,Medium,Left
71157,48,Female,24,Finance,7447,Excellent,Medium,Average,0,No,98,Bachelor’s Degree,Married,4,Mid,Large,89,No,No,No,Good,Low,Stayed
67517,52,Female,14,Healthcare,9327,Excellent,Very High,High,1,Yes,25,Associate Degree,Divorced,0,Entry,Large,32,No,No,No,Fair,Medium,Left
5331,19,Female,1,Healthcare,8632,Excellent,Very High,Average,0,No,67,Bachelor’s Degree,Married,0,Mid,Medium,17,No,No,Yes,Good,Low,Stayed
26539,49,Male,2,Media,5850,Good,High,High,0,No,57,Master’s Degree,Single,1,Entry,Medium,45,No,No,No,Poor,Low,Left
25975,40,Male,6,Healthcare,8060,Fair,Medium,High,1,No,44,Associate Degree,Single,0,Mid,Medium,53,No,No,No,Good,Medium,Stayed
1680,55,Male,5,Technology,11674,Poor,High,Low,0,Yes,2,Associate Degree,Married,3,Mid,Large,56,No,No,No,Excellent,Medium,Left
21570,41,Male,5,Technology,6507,Good,High,High,0,No,24,Bachelor’s Degree,Married,2,Mid,Small,79,Yes,No,No,Poor,Low,Stayed
49310,43,Male,29,Finance,9506,Fair,Low,Below Average,0,Yes,18,PhD,Divorced,0,Senior,Medium,57,Yes,No,No,Good,Low,Stayed
2745,58,Female,48,Technology,8460,Good,High,Average,0,Yes,22,High School,Married,1,Mid,Small,74,No,No,No,Poor,Medium,Stayed
52121,25,Male,15,Technology,5165,Good,Medium,Average,0,Yes,77,High School,Single,5,Mid,Large,36,No,No,Yes,Poor,Medium,Stayed
23057,33,Female,11,Finance,7710,Excellent,Medium,Average,1,Yes,99,Bachelor’s Degree,Divorced,0,Senior,Medium,39,No,No,Yes,Fair,High,Stayed
15293,34,Male,16,Technology,10100,Poor,High,Average,0,No,93,PhD,Single,2,Entry,Medium,54,No,No,No,Good,High,Left
41481,36,Male,12,Healthcare,9258,Fair,Very High,Below Average,0,No,68,Bachelor’s Degree,Single,1,Entry,Small,63,No,No,No,Poor,Medium,Left
55314,50,Female,34,Healthcare,7995,Poor,Very High,Below Average,0,No,98,Bachelor’s Degree,Single,3,Entry,Medium,80,Yes,No,No,Good,Low,Left
39731,43,Female,12,Technology,8074,Good,High,Average,2,No,2,High School,Single,0,Senior,Small,62,No,No,No,Fair,Low,Stayed
10709,45,Male,7,Education,4430,Excellent,Very High,Below Average,0,No,63,Associate Degree,Married,0,Mid,Large,11,No,No,No,Good,High,Stayed
64492,36,Female,8,Finance,11475,Poor,Very High,Average,1,No,62,Master’s Degree,Married,4,Mid,Large,55,No,No,No,Good,Medium,Left
41284,19,Female,4,Media,5581,Fair,Medium,Average,0,No,69,Master’s Degree,Married,1,Entry,Medium,26,No,No,No,Poor,Low,Left
7714,29,Male,14,Finance,8056,Fair,High,High,2,Yes,71,Master’s Degree,Married,4,Entry,Medium,64,Yes,No,No,Fair,Medium,Stayed
3086,55,Male,18,Education,4838,Excellent,Very High,Average,1,No,67,Associate Degree,Divorced,4,Entry,Small,19,No,No,No,Fair,High,Stayed
46615,27,Female,11,Technology,10330,Good,High,Average,1,No,12,Bachelor’s Degree,Married,1,Mid,Medium,62,No,No,No,Good,Low,Stayed
24172,18,Male,2,Healthcare,8564,Fair,High,Below Average,0,No,60,Bachelor’s Degree,Single,0,Entry,Medium,5,No,No,No,Excellent,High,Left
28980,19,Male,6,Healthcare,6479,Fair,High,High,1,No,74,Bachelor’s Degree,Married,3,Entry,Small,21,No,No,No,Excellent,Medium,Left
22612,45,Female,21,Technology,7841,Excellent,High,Average,1,No,88,Associate Degree,Married,4,Mid,Medium,76,No,No,No,Excellent,High,Left
62389,25,Male,14,Finance,11795,Excellent,High,Average,0,Yes,52,Associate Degree,Single,1,Entry,Small,43,No,No,No,Fair,Medium,Left
45111,52,Female,34,Technology,6670,Fair,Very High,Average,0,No,91,Associate Degree,Married,3,Mid,Medium,58,No,No,No,Good,Low,Left
69193,40,Female,7,Technology,5853,Fair,Very High,Average,0,No,8,Associate Degree,Single,1,Entry,Small,85,No,No,No,Fair,High,Left
46131,46,Female,29,Media,5852,Fair,Medium,Average,0,No,27,Master’s Degree,Single,1,Mid,Large,76,No,No,Yes,Fair,Medium,Stayed
27466,18,Female,5,Technology,9046,Good,Low,High,1,No,98,High School,Married,4,Mid,Small,13,Yes,No,No,Poor,Very High,Stayed
15082,39,Male,7,Finance,6991,Excellent,Low,Average,1,Yes,65,Bachelor’s Degree,Married,1,Entry,Small,84,No,No,No,Good,Medium,Stayed
13381,46,Female,27,Healthcare,6497,Fair,High,Low,0,No,45,Associate Degree,Married,0,Mid,Small,102,No,No,No,Excellent,Low,Stayed
72564,29,Female,19,Media,5983,Good,Medium,Low,1,No,89,Master’s Degree,Single,0,Mid,Large,60,No,No,No,Poor,Low,Left
1062,42,Male,15,Media,5958,Fair,Very High,Average,1,No,78,Bachelor’s Degree,Single,0,Entry,Large,21,No,No,No,Good,Low,Left
39167,51,Female,11,Technology,8832,Good,Medium,Average,1,No,70,Associate Degree,Married,3,Senior,Large,20,No,No,No,Good,Low,Stayed
14944,23,Female,10,Media,6169,Good,Very High,Average,1,No,15,Associate Degree,Married,3,Entry,Medium,40,No,No,No,Good,Low,Left
8672,26,Male,3,Technology,7529,Good,High,Average,0,No,20,Master’s Degree,Single,4,Entry,Small,28,No,No,No,Fair,Low,Left
4776,32,Male,14,Media,5978,Good,High,Below Average,0,Yes,3,Bachelor’s Degree,Divorced,0,Mid,Small,80,No,No,No,Good,High,Left
14724,54,Female,9,Media,5053,Fair,Very High,Below Average,2,Yes,11,High School,Married,3,Mid,Medium,84,Yes,No,No,Good,High,Stayed
56051,29,Female,17,Healthcare,5620,Poor,Medium,Average,1,No,99,Associate Degree,Married,3,Entry,Small,30,No,No,No,Poor,Medium,Left
38992,51,Male,3,Media,5417,Fair,Very High,High,0,No,79,Associate Degree,Single,0,Mid,Medium,51,Yes,Yes,No,Good,High,Left
17650,23,Male,12,Finance,9166,Excellent,High,Average,2,Yes,43,Bachelor’s Degree,Married,1,Mid,Small,79,No,No,No,Fair,Medium,Left
12049,36,Male,16,Finance,7608,Fair,Medium,High,3,Yes,2,Master’s Degree,Single,0,Entry,Small,49,No,No,No,Good,High,Stayed
65061,44,Male,14,Technology,7526,Poor,Very High,Average,0,No,83,PhD,Divorced,2,Entry,Medium,82,No,No,No,Good,Very High,Left
27018,35,Male,22,Technology,8121,Good,Very High,Average,2,No,86,High School,Single,3,Mid,Small,75,Yes,No,No,Poor,Medium,Stayed
15507,56,Male,44,Healthcare,8492,Good,Very High,Average,1,No,75,Master’s Degree,Single,0,Senior,Small,87,No,No,Yes,Good,High,Stayed
777,51,Female,11,Technology,10620,Excellent,Medium,Low,0,No,4,Associate Degree,Married,0,Entry,Small,82,No,Yes,No,Fair,High,Stayed
57511,48,Female,20,Education,4615,Excellent,High,Below Average,0,No,37,Master’s Degree,Married,3,Mid,Large,57,Yes,No,No,Fair,Low,Stayed
73787,35,Female,25,Technology,10295,Good,Medium,High,2,No,59,Associate Degree,Married,2,Mid,Medium,64,Yes,No,No,Good,Low,Stayed
58268,25,Male,13,Healthcare,6733,Poor,Low,Average,2,No,60,Master’s Degree,Single,0,Mid,Small,45,No,No,No,Excellent,Medium,Left
23852,48,Male,11,Media,5808,Fair,Medium,Average,2,No,12,Master’s Degree,Married,4,Entry,Small,73,No,No,No,Fair,Low,Stayed
53410,38,Male,30,Healthcare,8877,Excellent,High,Low,0,No,72,Associate Degree,Single,1,Mid,Medium,97,No,No,No,Good,Low,Stayed
69989,18,Female,4,Media,5745,Excellent,High,Low,2,No,71,High School,Married,1,Mid,Medium,82,No,No,Yes,Poor,Low,Stayed
44504,55,Female,40,Healthcare,7034,Excellent,Medium,Average,1,No,79,Bachelor’s Degree,Married,0,Senior,Medium,82,No,No,No,Fair,High,Stayed
29440,19,Female,11,Healthcare,9056,Poor,Very High,High,1,No,52,Bachelor’s Degree,Married,1,Entry,Large,14,No,No,No,Excellent,High,Left
58046,21,Male,9,Education,4410,Good,High,Average,1,No,63,Associate Degree,Married,3,Mid,Medium,56,No,No,No,Good,Low,Left
71276,45,Female,18,Media,6168,Good,Very High,High,0,No,3,High School,Single,2,Mid,Large,95,No,No,Yes,Excellent,High,Left
69226,34,Female,17,Technology,10095,Fair,Very High,Average,1,No,59,Associate Degree,Single,0,Senior,Medium,55,No,No,No,Good,Low,Left
6384,21,Male,4,Education,5197,Excellent,Medium,Average,0,No,40,Associate Degree,Single,1,Entry,Medium,64,No,No,No,Poor,High,Left
55541,55,Female,35,Media,6314,Excellent,High,Average,1,No,54,Bachelor’s Degree,Divorced,2,Senior,Medium,65,No,No,No,Good,High,Stayed
463,27,Female,16,Media,5740,Excellent,Very High,Below Average,1,No,42,Bachelor’s Degree,Married,0,Mid,Large,76,No,No,No,Good,Low,Stayed
8107,45,Female,10,Education,5005,Good,Medium,Average,2,Yes,3,Associate Degree,Married,4,Senior,Medium,18,No,No,No,Good,Low,Stayed
39668,20,Male,10,Technology,8032,Fair,High,Average,0,No,55,Master’s Degree,Divorced,4,Senior,Large,20,No,No,No,Good,Medium,Stayed
20021,46,Female,31,Technology,9562,Poor,High,High,1,Yes,49,Associate Degree,Married,0,Entry,Medium,48,No,No,No,Fair,Very High,Left
33648,23,Female,14,Finance,6255,Good,High,Average,0,No,14,Master’s Degree,Single,0,Entry,Small,34,No,No,No,Poor,Low,Left
36281,28,Male,6,Education,4110,Fair,High,High,2,No,48,Master’s Degree,Single,0,Entry,Medium,55,No,No,No,Good,High,Left
26358,31,Male,19,Finance,5037,Fair,High,Average,0,No,81,Associate Degree,Divorced,1,Senior,Medium,39,Yes,No,No,Good,Medium,Stayed
34265,27,Male,9,Education,5605,Fair,Very High,Low,2,No,68,Bachelor’s Degree,Single,3,Mid,Medium,77,Yes,No,No,Poor,Medium,Left
35545,55,Female,29,Education,4453,Good,High,Average,1,No,77,High School,Married,0,Senior,Medium,82,Yes,No,No,Good,Low,Stayed
32869,56,Female,5,Education,5614,Good,Medium,Average,1,No,76,Associate Degree,Married,1,Entry,Large,71,Yes,No,No,Good,High,Stayed
45867,26,Female,14,Healthcare,9200,Fair,High,Average,2,No,75,PhD,Married,4,Entry,Medium,60,No,No,No,Poor,Low,Stayed
29402,40,Female,29,Education,4725,Fair,Low,Average,2,No,90,Bachelor’s Degree,Married,1,Senior,Medium,95,Yes,No,No,Fair,Low,Stayed
49258,56,Male,35,Technology,6082,Fair,High,Average,0,Yes,95,Master’s Degree,Single,1,Mid,Medium,114,No,No,No,Fair,Very High,Left
20822,36,Female,15,Healthcare,8131,Good,Very High,Average,1,No,33,Bachelor’s Degree,Married,4,Mid,Medium,41,No,No,No,Good,High,Stayed
30913,33,Male,3,Technology,8701,Good,High,Average,2,Yes,27,High School,Divorced,1,Mid,Medium,30,No,No,No,Fair,Medium,Stayed
46548,49,Female,32,Media,5125,Good,High,Average,1,No,29,Master’s Degree,Married,0,Entry,Medium,107,Yes,No,No,Good,Low,Stayed
49694,39,Male,2,Healthcare,7704,Excellent,High,Average,3,No,20,Associate Degree,Married,0,Entry,Medium,33,No,No,No,Poor,Low,Stayed
14085,34,Male,8,Technology,9332,Good,Low,Average,2,No,38,PhD,Single,4,Entry,Medium,77,No,No,Yes,Good,Low,Left
54458,35,Male,9,Technology,7486,Poor,High,Average,2,No,1,High School,Married,2,Senior,Medium,33,No,Yes,No,Good,Low,Stayed
47515,23,Male,2,Healthcare,8743,Fair,Medium,Average,1,No,93,High School,Married,1,Mid,Medium,4,No,No,No,Good,Medium,Stayed
54272,47,Male,32,Healthcare,9300,Excellent,Low,High,2,Yes,88,High School,Married,1,Entry,Medium,68,Yes,No,No,Good,High,Stayed
17750,32,Male,20,Healthcare,6768,Fair,High,Below Average,0,No,36,High School,Married,1,Senior,Medium,38,No,No,No,Good,Low,Stayed
70360,41,Female,16,Finance,5921,Fair,High,Low,2,Yes,44,Associate Degree,Divorced,3,Mid,Large,40,No,No,Yes,Good,Low,Left
30828,53,Male,33,Finance,6780,Excellent,High,Average,1,Yes,86,Master’s Degree,Married,4,Entry,Small,79,No,No,No,Poor,Low,Stayed
38054,23,Female,5,Technology,8735,Good,High,Average,1,Yes,9,High School,Married,3,Entry,Medium,52,No,No,No,Good,High,Left
3378,37,Male,11,Healthcare,9501,Good,High,Average,0,No,39,High School,Single,2,Entry,Small,54,No,No,No,Fair,Low,Left
20402,30,Female,5,Finance,6842,Fair,Medium,High,0,Yes,45,High School,Married,5,Mid,Small,82,No,No,No,Good,Medium,Stayed
63059,30,Female,14,Education,4965,Good,Low,Average,1,Yes,74,Bachelor’s Degree,Married,3,Entry,Small,37,No,No,No,Good,High,Left
25764,40,Female,20,Education,4174,Good,Medium,Average,1,No,58,High School,Single,0,Mid,Medium,96,No,No,No,Good,Low,Stayed
26653,33,Female,1,Technology,10838,Fair,High,Average,0,No,88,Bachelor’s Degree,Single,0,Mid,Small,47,No,No,Yes,Fair,Low,Left
31825,51,Female,16,Finance,9951,Good,High,Average,0,Yes,17,PhD,Married,1,Entry,Medium,53,Yes,No,No,Fair,Low,Stayed
70295,32,Female,12,Media,5247,Good,Very High,Low,2,No,82,Bachelor’s Degree,Single,0,Senior,Medium,47,Yes,No,No,Good,Low,Stayed
56432,23,Male,14,Healthcare,7515,Excellent,High,Average,1,No,1,High School,Single,0,Entry,Large,20,No,No,No,Good,Low,Left
10856,59,Female,43,Healthcare,8700,Good,Medium,Average,1,No,34,Bachelor’s Degree,Single,3,Senior,Small,109,Yes,No,Yes,Good,Low,Stayed
57454,25,Male,10,Technology,8609,Poor,High,Average,0,No,41,Associate Degree,Married,4,Entry,Medium,61,No,No,No,Excellent,Medium,Left
37964,18,Female,2,Technology,9773,Excellent,High,Average,0,No,33,Associate Degree,Married,2,Entry,Medium,62,No,No,No,Excellent,Low,Stayed
22176,43,Male,33,Education,5345,Good,Medium,Average,1,No,60,Associate Degree,Married,6,Entry,Large,95,Yes,No,No,Good,High,Stayed
6242,27,Female,18,Finance,9197,Fair,Medium,Average,0,Yes,18,High School,Single,0,Senior,Medium,91,No,No,No,Good,High,Stayed
70872,30,Male,8,Finance,4600,Good,Very High,Average,0,Yes,66,High School,Single,0,Mid,Small,22,Yes,No,No,Good,High,Stayed
47513,48,Male,2,Media,5963,Excellent,High,High,2,Yes,76,High School,Married,6,Senior,Medium,15,No,No,No,Poor,Medium,Stayed
53729,51,Male,6,Technology,7948,Fair,High,Average,2,Yes,74,Master’s Degree,Married,1,Entry,Large,71,No,No,No,Good,Medium,Left
61596,27,Male,19,Healthcare,7643,Good,High,Average,0,Yes,16,Master’s Degree,Single,2,Senior,Large,98,No,No,No,Good,Low,Stayed
13475,23,Female,10,Healthcare,8070,Fair,Low,High,0,No,11,Master’s Degree,Married,2,Mid,Small,55,No,No,No,Poor,Low,Left
68125,40,Female,11,Finance,8489,Good,Very High,Average,0,No,60,Master’s Degree,Married,1,Senior,Medium,64,No,No,No,Poor,High,Stayed
25156,39,Male,16,Finance,7908,Excellent,Very High,Average,0,Yes,76,Bachelor’s Degree,Married,3,Entry,Small,48,No,No,No,Fair,Low,Left
1979,36,Male,3,Technology,7379,Poor,High,High,0,No,76,Associate Degree,Divorced,3,Entry,Small,29,No,No,No,Good,Medium,Left
63016,23,Male,12,Technology,10046,Fair,High,Average,0,No,9,High School,Married,0,Mid,Medium,88,Yes,No,No,Good,Low,Stayed
9852,59,Female,32,Education,3675,Poor,Very High,Average,0,No,21,Master’s Degree,Single,3,Entry,Small,78,No,No,Yes,Fair,Low,Left
74185,36,Female,12,Technology,8656,Fair,Low,High,0,Yes,73,Bachelor’s Degree,Single,1,Mid,Small,71,Yes,No,No,Good,Low,Left
